CaseID,Age,MaritalStatus,Residence,EducationLevel,NumChild,WealthIndexCategorical,WealthIndexScore
70,38,Married,Rural,No Education,5,Poorest,-129968
71,25,Married,Rural,No Education,4,Poorest,-102659
72,25,Married,Rural,No Education,2,Poorest,-96758
73,15,Single,Rural,Primary,0,Poorest,-124460
74,44,Married,Rural,No Education,6,Poorest,-124460
75,22,Married,Rural,Primary,2,Poorest,-124460
76,20,Married,Rural,Primary,1,Poorest,-119953
77,20,Married,Rural,No Education,0,Poorest,-133747
78,27,Married,Rural,No Education,4,Poorest,-115706
79,29,Married,Rural,No Education,3,Poorest,-125968
80,28,Married,Rural,No Education,3,Poorest,-82631
81,27,Married,Rural,No Education,2,Poorest,-131143
82,20,Married,Rural,No Education,1,Poorest,-135109
83,34,Married,Rural,No Education,3,Poorest,-123663
84,28,Married,Urban,Primary,1,Richest,64547
85,18,Married,Urban,Primary,0,Richest,16035
86,36,Married,Urban,No Education,3,Richest,110101
87,20,Single,Urban,Primary,0,Richest,110101
88,16,Single,Urban,Primary,0,Richest,110101
89,20,Other,Urban,Primary,0,Richest,110101
90,35,Other,Urban,No Education,1,Richest,101618
91,40,Married,Urban,No Education,3,Richest,122814
92,17,Single,Urban,Higher,0,Richest,122814
93,48,Married,Urban,No Education,5,Richest,17738
94,28,Married,Urban,No Education,2,Richest,20333
95,20,Married,Urban,Primary,0,Richest,102736
96,23,Single,Urban,Secondary,0,Richest,102736
97,30,Married,Urban,Primary,4,Richest,178428
98,33,Married,Urban,Primary,4,Richest,110201
99,25,Single,Urban,No Education,0,Richest,110201
100,28,Single,Urban,Secondary,0,Richest,110201
101,30,Married,Urban,Primary,3,Richest,87608
102,40,Married,Urban,Primary,7,Richest,148314
103,15,Single,Urban,Primary,0,Richest,148314
104,29,Married,Urban,Secondary,3,Richest,186851
105,19,Single,Urban,Secondary,0,Richest,186851
106,19,Single,Urban,Secondary,0,Richest,186851
107,18,Other,Urban,Primary,1,Richest,186851
108,18,Married,Urban,Higher,0,Richest,115925
109,36,Married,Urban,Secondary,4,Richest,170373
110,28,Single,Urban,Primary,0,Richest,170373
111,40,Married,Urban,Primary,3,Richest,62389
112,35,Married,Urban,Primary,5,Richest,127688
113,30,Single,Urban,No Education,0,Richest,127688
114,18,Single,Urban,Secondary,0,Richest,86033
115,22,Single,Urban,Higher,0,Richest,86033
116,19,Single,Urban,Primary,0,Richest,86033
117,23,Single,Urban,Higher,0,Richest,86033
118,35,Married,Urban,No Education,5,Richest,48590
119,17,Single,Urban,Secondary,0,Richest,48590
120,32,Married,Urban,No Education,2,Richest,99748
121,28,Single,Urban,Secondary,0,Richest,199112
122,25,Single,Urban,Secondary,0,Richest,199112
123,28,Married,Rural,Primary,4,Poorer,-57219
124,45,Married,Rural,No Education,4,Poorer,-58994
125,20,Single,Rural,Primary,0,Poorer,-58994
126,30,Married,Rural,Primary,7,Poorer,-51325
127,22,Married,Rural,Primary,2,Middle,-33966
128,32,Married,Rural,No Education,3,Poorest,-70213
129,24,Married,Rural,Primary,2,Poorest,-73222
130,19,Married,Rural,Primary,2,Poorest,-69810
131,24,Married,Rural,Primary,2,Richer,-23896
132,23,Married,Rural,Primary,3,Middle,-43877
133,32,Married,Rural,Primary,3,Middle,-44111
134,28,Married,Rural,No Education,5,Poorer,-58993
135,24,Married,Rural,Primary,2,Poorer,-58782
136,19,Married,Rural,Primary,1,Middle,-37290
137,40,Married,Rural,No Education,5,Poorer,-61301
138,15,Single,Rural,Secondary,0,Poorer,-61301
139,45,Married,Rural,No Education,4,Poorer,-61522
140,44,Married,Rural,No Education,7,Poorer,-55577
141,29,Married,Rural,No Education,3,Poorer,-60539
142,18,Married,Rural,Primary,1,Poorest,-66434
143,28,Married,Rural,Primary,1,Poorest,-62922
144,22,Married,Rural,Primary,3,Poorer,-60771
145,35,Married,Rural,No Education,8,Middle,-35647
146,42,Married,Rural,No Education,0,Poorer,-54579
147,15,Single,Rural,No Education,0,Poorest,-119652
148,46,Other,Rural,No Education,8,Poorest,-74778
149,15,Single,Rural,No Education,0,Poorest,-74778
150,18,Married,Rural,No Education,2,Poorest,-70986
151,21,Married,Rural,No Education,2,Poorest,-84679
152,25,Married,Rural,No Education,5,Poorest,-95872
153,39,Married,Rural,No Education,7,Poorest,-99619
154,25,Married,Rural,No Education,4,Poorest,-112177
155,40,Married,Rural,No Education,7,Poorest,-101902
156,21,Married,Rural,No Education,2,Poorest,-82859
157,40,Married,Rural,No Education,9,Poorest,-102121
158,28,Married,Rural,No Education,4,Poorest,-82528
159,28,Married,Rural,Primary,5,Poorest,-115095
160,41,Married,Rural,No Education,7,Poorest,-82258
161,22,Married,Rural,No Education,3,Poorest,-93036
162,45,Married,Rural,No Education,10,Poorest,-102093
163,18,Single,Rural,No Education,0,Poorest,-76412
164,16,Single,Rural,No Education,0,Poorest,-76412
165,42,Married,Rural,No Education,8,Poorest,-121459
166,33,Married,Rural,No Education,6,Poorest,-84587
167,30,Married,Rural,No Education,6,Poorest,-98140
168,38,Married,Rural,No Education,9,Poorest,-118125
169,37,Married,Rural,No Education,8,Poorest,-88287
170,41,Married,Rural,No Education,10,Poorest,-123566
171,30,Married,Rural,No Education,4,Poorest,-84869
172,42,Married,Rural,No Education,6,Poorest,-113849
173,17,Married,Rural,No Education,0,Poorest,-113849
174,29,Married,Rural,No Education,5,Poorest,-98144
175,16,Single,Rural,No Education,0,Poorest,-105811
176,29,Married,Rural,No Education,3,Middle,-39832
177,30,Married,Rural,No Education,3,Poorest,-99456
178,20,Married,Rural,No Education,2,Poorest,-99885
179,39,Married,Rural,No Education,10,Poorest,-98532
180,35,Married,Rural,No Education,9,Poorest,-97896
181,16,Single,Rural,Primary,0,Poorest,-97896
182,28,Married,Rural,No Education,5,Poorest,-69570
183,30,Married,Rural,No Education,7,Poorest,-106794
184,30,Married,Rural,No Education,6,Poorest,-89346
185,20,Married,Rural,No Education,0,Poorest,-90149
186,17,Married,Rural,No Education,0,Poorest,-71453
187,17,Married,Rural,No Education,1,Poorest,-71453
188,20,Married,Rural,No Education,2,Poorest,-107910
189,35,Married,Rural,No Education,6,Poorest,-96106
190,30,Married,Rural,No Education,5,Poorest,-115948
191,25,Married,Rural,No Education,2,Poorest,-95770
192,16,Married,Rural,No Education,0,Poorest,-87963
193,25,Married,Rural,No Education,6,Poorest,-73820
194,20,Married,Rural,Secondary,2,Richer,-22541
195,26,Other,Rural,No Education,5,Poorest,-68045
196,24,Married,Rural,Primary,2,Richer,-32428
197,18,Married,Rural,Primary,0,Richer,-17190
198,27,Married,Rural,No Education,5,Richer,-26054
199,20,Other,Rural,Higher,0,Poorest,-65789
200,20,Married,Rural,No Education,2,Poorer,-58812
201,37,Married,Rural,No Education,7,Poorer,-58259
202,35,Married,Rural,No Education,5,Poorest,-66909
203,42,Married,Rural,No Education,7,Middle,-45706
204,35,Married,Rural,No Education,3,Poorer,-51249
205,25,Married,Rural,No Education,5,Poorer,-58645
206,48,Other,Rural,No Education,7,Poorest,-81068
207,15,Married,Rural,Secondary,0,Poorer,-56577
208,21,Married,Rural,No Education,2,Poorest,-62088
209,25,Married,Rural,No Education,3,Middle,-34909
210,35,Married,Rural,No Education,7,Poorer,-52515
211,32,Married,Rural,No Education,5,Middle,-33497
212,16,Single,Rural,Primary,0,Middle,-33497
213,40,Other,Rural,No Education,0,Middle,-45306
214,21,Married,Rural,No Education,1,Middle,-43546
215,26,Married,Rural,No Education,2,Middle,-41167
216,30,Married,Rural,Primary,2,Richer,-13404
217,22,Married,Rural,Primary,1,Richer,-13404
218,40,Married,Rural,No Education,7,Richer,-16456
219,46,Other,Rural,No Education,1,Middle,-43428
220,20,Other,Rural,Primary,0,Middle,-40828
221,21,Married,Rural,Secondary,0,Richer,-11407
222,23,Married,Rural,Primary,2,Poorest,-62328
223,37,Married,Rural,No Education,4,Middle,-38043
224,33,Married,Rural,No Education,4,Middle,-32951
225,43,Married,Rural,No Education,1,Richer,-22025
226,31,Married,Rural,No Education,4,Poorer,-50218
227,32,Married,Rural,No Education,2,Richest,-8420
228,32,Married,Rural,No Education,4,Middle,-43062
229,37,Married,Rural,No Education,4,Richer,-31480
230,44,Married,Urban,Primary,4,Richest,211637
231,33,Married,Urban,Secondary,3,Richest,264593
232,40,Other,Urban,No Education,1,Richest,264593
233,24,Married,Urban,Higher,1,Richest,170878
234,19,Single,Urban,Primary,0,Richest,170878
235,24,Married,Urban,Secondary,3,Richest,217102
236,17,Single,Urban,Primary,0,Richest,217102
237,28,Married,Urban,Primary,2,Richest,138839
238,38,Single,Urban,Secondary,0,Richest,272293
239,24,Single,Urban,Higher,0,Richest,272293
240,25,Single,Urban,Primary,0,Richest,272293
241,28,Married,Urban,Higher,0,Richest,272293
242,18,Single,Urban,Primary,0,Richest,272293
243,25,Married,Urban,Primary,1,Richest,155203
244,16,Single,Urban,Primary,0,Richest,155203
245,37,Married,Urban,Higher,2,Richest,220554
246,22,Single,Urban,Primary,0,Richest,220554
247,26,Single,Urban,Secondary,0,Richest,206430
248,26,Single,Urban,Higher,0,Richest,206430
249,41,Married,Urban,Primary,4,Richest,207716
250,18,Single,Urban,Higher,0,Richest,207716
251,38,Single,Urban,Primary,0,Richest,174139
252,45,Married,Urban,Primary,4,Richest,270347
253,28,Married,Urban,Secondary,2,Richest,270347
254,17,Single,Urban,Secondary,0,Richest,270347
255,20,Single,Urban,No Education,0,Richest,200961
256,32,Married,Urban,Primary,3,Richest,138564
257,16,Single,Urban,Primary,0,Richest,138564
258,17,Single,Urban,Primary,0,Richest,138564
259,17,Single,Urban,Primary,0,Richest,138564
260,36,Married,Urban,Secondary,2,Richest,225942
261,32,Single,Urban,Secondary,0,Richest,225942
262,18,Single,Urban,Secondary,0,Richest,225942
263,32,Other,Urban,Primary,1,Richest,57647
264,17,Single,Urban,Primary,0,Richest,57647
265,18,Single,Urban,Primary,0,Richest,114374
266,39,Single,Urban,Secondary,0,Richest,199261
267,15,Single,Urban,Primary,0,Richest,199261
268,19,Single,Urban,Secondary,0,Richest,128603
269,17,Single,Urban,Secondary,0,Richest,128603
270,41,Married,Urban,Higher,2,Richest,236594
271,23,Married,Urban,Primary,0,Richest,145991
272,25,Married,Urban,Primary,1,Richest,145991
273,38,Married,Rural,No Education,6,Middle,-46895
274,40,Married,Rural,Primary,6,Richer,-23833
275,15,Single,Rural,Primary,0,Richer,-23833
276,42,Married,Rural,No Education,7,Richest,30233
277,21,Single,Rural,Primary,0,Richest,30233
278,34,Married,Rural,No Education,4,Poorer,-54884
279,32,Married,Rural,Primary,7,Richer,-20436
280,32,Married,Rural,No Education,3,Poorer,-47672
281,21,Married,Rural,Primary,2,Middle,-39889
282,28,Married,Rural,Higher,2,Richest,5637
283,15,Single,Rural,Primary,0,Richest,5637
284,38,Married,Rural,Primary,6,Richer,-12182
285,30,Married,Rural,Primary,6,Richest,-3146
286,35,Married,Rural,No Education,5,Richer,-17812
287,22,Married,Rural,Primary,2,Poorer,-53061
288,20,Married,Rural,Secondary,1,Poorer,-60068
289,43,Married,Rural,No Education,6,Richer,-23057
290,35,Married,Rural,No Education,6,Middle,-43184
291,20,Single,Rural,Primary,0,Middle,-43184
292,39,Married,Rural,No Education,8,Middle,-34432
293,17,Single,Rural,Primary,0,Middle,-34432
294,27,Married,Rural,Primary,2,Poorer,-54515
295,28,Married,Rural,No Education,5,Richer,-17885
296,29,Married,Rural,No Education,3,Middle,-37062
297,30,Married,Rural,No Education,7,Richest,-2865
298,24,Married,Rural,Primary,3,Richer,-15870
299,48,Married,Rural,No Education,7,Middle,-34964
300,25,Married,Rural,Primary,3,Richer,-11521
301,28,Married,Rural,Primary,2,Richest,4352
302,25,Married,Rural,Primary,2,Poorest,-67968
303,40,Other,Rural,No Education,7,Poorest,-71866
304,23,Married,Rural,Secondary,2,Poorest,-71866
305,15,Single,Rural,Primary,0,Poorest,-73138
306,35,Married,Rural,Primary,7,Poorer,-50845
307,30,Married,Rural,No Education,3,Poorest,-86409
308,16,Single,Rural,Primary,1,Poorest,-86409
309,40,Married,Rural,No Education,5,Poorest,-78102
310,48,Married,Rural,No Education,8,Poorest,-73430
311,40,Other,Rural,No Education,5,Poorest,-80493
312,16,Single,Rural,Primary,0,Richer,-26916
313,25,Other,Rural,No Education,1,Poorer,-56056
314,25,Married,Rural,Secondary,2,Poorest,-72312
315,48,Married,Rural,No Education,4,Poorest,-74892
316,23,Married,Rural,Primary,2,Poorest,-95146
317,45,Other,Rural,No Education,5,Poorest,-72605
318,15,Single,Rural,Primary,0,Poorest,-72605
319,18,Single,Rural,Primary,1,Poorest,-63284
320,25,Married,Rural,Primary,4,Poorer,-59839
321,45,Other,Urban,Higher,0,Richest,197832
322,27,Married,Urban,Primary,4,Richest,-8138
323,46,Married,Urban,No Education,5,Richest,68585
324,18,Single,Urban,Primary,0,Richest,68585
325,22,Single,Urban,Higher,0,Richest,108535
326,26,Married,Urban,Higher,0,Richest,125259
327,32,Married,Urban,Higher,1,Richest,89209
328,15,Single,Urban,Primary,0,Richest,89209
329,35,Married,Urban,Primary,8,Richest,101594
330,25,Married,Urban,Primary,2,Richest,60859
331,27,Married,Urban,Higher,2,Richest,107083
332,27,Married,Urban,Higher,1,Richest,92598
333,18,Single,Urban,Secondary,0,Richest,18324
334,15,Single,Urban,Secondary,0,Richest,18324
335,24,Married,Urban,Higher,0,Richest,111611
336,35,Married,Urban,No Education,6,Richest,5217
337,17,Single,Urban,Secondary,0,Richest,5217
338,32,Married,Urban,Higher,2,Richest,156523
339,22,Married,Urban,Primary,1,Richer,-12199
340,21,Married,Urban,Higher,1,Richest,116773
341,45,Other,Urban,No Education,5,Richest,21020
342,28,Married,Urban,Primary,2,Richest,99017
343,25,Married,Urban,Higher,1,Richest,88472
344,27,Married,Urban,Secondary,2,Richest,34762
345,23,Married,Urban,Primary,2,Richest,70436
346,22,Married,Urban,Higher,1,Richest,84663
347,38,Married,Urban,Secondary,2,Richest,275345
348,29,Married,Urban,Secondary,1,Richest,185476
349,25,Single,Urban,Primary,0,Richest,192347
350,39,Single,Urban,Secondary,0,Richest,206767
351,35,Married,Urban,No Education,1,Richest,179964
352,15,Single,Urban,Primary,0,Richest,179964
353,15,Single,Urban,Primary,0,Richest,151376
354,40,Married,Urban,No Education,5,Richest,201857
355,26,Single,Urban,Secondary,0,Richest,201857
356,23,Single,Urban,Higher,0,Richest,201857
357,18,Single,Urban,No Education,0,Richest,201857
358,20,Married,Urban,Higher,0,Richest,156436
359,41,Single,Urban,Secondary,0,Richest,168809
360,26,Single,Urban,Primary,0,Richest,168809
361,27,Single,Urban,Higher,0,Richest,242398
362,23,Single,Urban,Higher,0,Richest,242398
363,39,Single,Urban,Secondary,0,Richest,242398
364,47,Single,Urban,Secondary,0,Richest,208135
365,17,Single,Urban,Primary,0,Richest,214306
366,35,Married,Urban,Primary,1,Richest,78655
367,23,Single,Urban,Higher,0,Richest,166837
368,27,Single,Urban,Higher,0,Richest,217829
369,46,Married,Rural,No Education,6,Poorest,-92191
370,48,Married,Rural,No Education,7,Poorest,-110024
371,40,Other,Rural,No Education,9,Poorest,-92499
372,17,Single,Rural,Primary,0,Poorest,-92499
373,25,Married,Rural,No Education,5,Poorest,-97354
374,33,Married,Rural,No Education,6,Poorest,-83902
375,35,Married,Rural,No Education,5,Poorest,-88614
376,48,Married,Rural,No Education,8,Poorest,-111693
377,46,Married,Rural,No Education,7,Poorest,-114369
378,26,Married,Rural,No Education,4,Poorest,-103104
379,35,Married,Rural,No Education,6,Poorest,-102445
380,30,Married,Rural,No Education,7,Poorest,-90585
381,38,Married,Rural,No Education,6,Poorest,-103548
382,28,Married,Rural,No Education,6,Poorest,-106834
383,28,Married,Urban,Primary,0,Richest,126166
384,21,Single,Urban,Primary,0,Richest,126166
385,40,Single,Urban,Primary,1,Richest,69326
386,34,Married,Urban,Primary,2,Richer,-9602
387,20,Single,Urban,Secondary,0,Richer,-9602
388,42,Married,Urban,No Education,2,Richest,90948
389,21,Single,Urban,Higher,0,Richest,90948
390,37,Married,Urban,Primary,1,Richest,151858
391,15,Single,Urban,Primary,0,Richest,151858
392,16,Single,Urban,Primary,0,Richest,151858
393,39,Other,Urban,Primary,2,Richest,81527
394,21,Single,Urban,Higher,0,Richest,80853
395,22,Single,Urban,Higher,0,Richest,80853
396,28,Married,Urban,Secondary,2,Richest,93576
397,27,Single,Urban,Secondary,0,Richest,14945
398,48,Married,Urban,No Education,5,Richest,99836
399,17,Single,Urban,Secondary,0,Richest,99836
400,20,Single,Urban,Higher,0,Richest,99836
401,30,Married,Urban,Secondary,2,Richest,211345
402,16,Single,Urban,Secondary,0,Richest,211345
403,22,Married,Urban,Secondary,1,Richest,107217
404,45,Married,Urban,Primary,2,Richest,15282
405,32,Married,Urban,No Education,3,Richest,42318
406,30,Married,Urban,Primary,4,Richest,58542
407,25,Married,Urban,No Education,3,Richest,60439
408,23,Married,Urban,Primary,0,Richest,24381
409,20,Married,Urban,Primary,0,Richest,77309
410,25,Married,Urban,Secondary,2,Richest,83213
411,19,Single,Urban,Secondary,0,Richest,190554
412,33,Married,Urban,Primary,2,Richest,139607
413,41,Married,Urban,No Education,3,Richest,188633
414,17,Single,Urban,Secondary,0,Richest,188633
415,19,Single,Urban,No Education,0,Richest,188633
416,27,Married,Urban,Secondary,1,Richest,115574
417,35,Other,Urban,Primary,0,Richest,90738
418,28,Married,Urban,Higher,1,Richest,100620
419,43,Married,Urban,Secondary,0,Richest,158040
420,28,Other,Urban,Secondary,3,Richest,132839
421,29,Single,Urban,Secondary,0,Richest,132839
422,24,Married,Urban,Higher,0,Richest,132839
423,26,Married,Urban,Secondary,2,Richest,155031
424,25,Married,Urban,Higher,0,Richest,159906
425,28,Married,Urban,Primary,2,Richest,126426
426,22,Single,Urban,Secondary,0,Richest,137032
427,39,Married,Urban,Secondary,4,Richest,179731
428,30,Married,Urban,Higher,0,Richest,242792
429,18,Other,Urban,Primary,1,Richest,16615
430,34,Married,Urban,Higher,2,Richest,226778
431,19,Single,Urban,Primary,0,Richest,226778
432,23,Married,Urban,Higher,0,Richest,256762
433,19,Single,Urban,No Education,0,Richest,208198
434,26,Married,Urban,Secondary,1,Richest,190885
435,23,Married,Urban,Primary,0,Richest,139471
436,28,Married,Urban,Higher,1,Richest,188206
437,48,Married,Urban,Secondary,2,Richest,183073
438,44,Single,Urban,Secondary,2,Richest,179960
439,24,Married,Urban,Primary,1,Richest,188014
440,30,Married,Urban,Higher,0,Richest,206430
441,34,Other,Urban,Secondary,1,Richest,170597
442,31,Married,Urban,Higher,0,Richest,273905
443,17,Single,Urban,Primary,0,Richest,273905
444,39,Single,Urban,Higher,2,Richest,200732
445,18,Single,Urban,Primary,0,Richest,200732
446,18,Single,Urban,No Education,0,Richest,266626
447,35,Married,Urban,Primary,2,Richest,141682
448,30,Married,Urban,Higher,1,Richest,268449
449,18,Single,Urban,Primary,0,Richest,268449
450,27,Single,Urban,Higher,0,Richest,154125
451,19,Single,Urban,Primary,0,Richest,237133
452,17,Single,Urban,Secondary,0,Richest,237133
453,26,Married,Urban,Secondary,0,Richest,272120
454,35,Married,Urban,Secondary,1,Richest,170747
455,40,Single,Urban,Primary,0,Richest,87871
456,44,Married,Urban,Higher,2,Richest,265161
457,24,Single,Urban,Higher,0,Richest,265161
458,39,Married,Urban,Secondary,2,Richest,126425
459,34,Single,Urban,Primary,0,Richest,242055
460,48,Married,Rural,Primary,6,Middle,-34129
461,31,Single,Rural,Secondary,0,Richer,-29753
462,19,Single,Rural,Primary,0,Richer,-29753
463,30,Married,Rural,No Education,2,Richer,-24761
464,35,Married,Rural,No Education,5,Middle,-35271
465,19,Married,Rural,Primary,1,Richer,-21120
466,45,Single,Rural,Primary,0,Richer,-28988
467,25,Married,Rural,No Education,3,Poorer,-50506
468,43,Married,Rural,No Education,7,Middle,-37923
469,23,Married,Rural,Primary,3,Richest,-7698
470,23,Single,Rural,Secondary,0,Richer,-19423
471,20,Single,Rural,Secondary,0,Richer,-19423
472,17,Other,Rural,Primary,1,Middle,-34817
473,30,Married,Rural,Primary,1,Richer,-20133
474,38,Other,Rural,No Education,1,Richest,-8069
475,21,Married,Rural,Higher,1,Richest,-8069
476,33,Married,Rural,Primary,3,Poorer,-48559
477,36,Married,Rural,No Education,5,Middle,-34725
478,23,Married,Rural,Primary,0,Middle,-38640
479,40,Married,Rural,No Education,6,Richest,1163
480,35,Married,Rural,Primary,6,Richer,-32889
481,25,Married,Rural,Primary,2,Richer,-29633
482,30,Married,Rural,Primary,2,Richer,-28629
483,25,Single,Rural,No Education,1,Poorest,-72542
484,24,Single,Rural,Primary,0,Richer,-25355
485,20,Single,Rural,Primary,0,Middle,-38672
486,16,Single,Rural,Primary,0,Middle,-38672
487,35,Married,Rural,No Education,8,Middle,-39227
488,25,Married,Rural,No Education,4,Poorer,-49034
489,42,Married,Rural,Primary,7,Richer,-28192
490,17,Single,Rural,Primary,0,Richer,-28192
491,25,Married,Rural,Primary,2,Richer,-21086
492,26,Married,Rural,No Education,3,Richer,-16426
493,25,Other,Rural,No Education,4,Poorest,-68102
494,30,Married,Rural,No Education,6,Richer,-21625
495,26,Married,Rural,Primary,3,Poorer,-58407
496,42,Married,Rural,No Education,7,Richer,-24054
497,48,Married,Rural,Primary,8,Richer,-25385
498,17,Single,Rural,Primary,0,Richer,-25385
499,25,Married,Rural,No Education,1,Poorer,-52060
500,16,Single,Rural,Primary,0,Poorer,-52060
501,27,Married,Rural,No Education,8,Richest,-2855
502,43,Married,Rural,No Education,7,Richer,-20281
503,40,Married,Rural,No Education,10,Richer,-22597
504,20,Married,Rural,Primary,1,Richer,-22597
505,29,Married,Rural,No Education,7,Middle,-38721
506,36,Married,Rural,No Education,3,Richer,-19126
507,17,Single,Rural,Primary,0,Richer,-19126
508,38,Married,Rural,No Education,6,Richest,-7186
509,18,Married,Rural,Secondary,0,Richer,-10912
510,45,Married,Rural,No Education,9,Poorest,-67571
511,35,Married,Rural,No Education,6,Poorer,-50504
512,44,Married,Rural,No Education,0,Poorer,-58044
513,30,Married,Rural,Primary,2,Richest,9629
514,35,Married,Rural,No Education,7,Poorest,-140895
515,20,Married,Rural,Primary,2,Poorest,-114993
516,18,Married,Rural,No Education,1,Poorest,-123553
517,20,Single,Rural,No Education,0,Poorest,-99308
518,19,Married,Rural,No Education,2,Poorest,-122051
519,34,Married,Rural,No Education,10,Poorest,-118888
520,25,Married,Rural,No Education,4,Poorest,-128863
521,40,Married,Rural,Primary,7,Poorest,-122712
522,27,Married,Rural,No Education,2,Poorest,-97341
523,32,Married,Rural,No Education,5,Poorest,-125380
524,23,Married,Rural,No Education,3,Poorest,-138017
525,30,Married,Rural,No Education,4,Poorest,-118114
526,25,Married,Rural,No Education,3,Poorest,-111489
527,27,Other,Rural,No Education,1,Poorest,-109457
528,42,Married,Rural,No Education,5,Poorest,-122790
529,20,Single,Rural,No Education,0,Poorest,-103061
530,31,Married,Rural,No Education,6,Poorest,-118017
531,24,Married,Rural,No Education,3,Poorest,-104564
532,16,Single,Rural,No Education,0,Poorest,-109972
533,33,Married,Rural,No Education,4,Richer,-25289
534,26,Married,Rural,Primary,4,Richest,-7900
535,31,Married,Rural,No Education,6,Middle,-35718
536,44,Married,Rural,Primary,7,Richer,-30387
537,18,Married,Rural,Primary,1,Richest,-193
538,16,Single,Rural,Primary,0,Richest,-8696
539,45,Married,Rural,Primary,7,Richer,-20204
540,24,Married,Rural,Primary,2,Richer,-16241
541,28,Married,Rural,No Education,4,Richest,-1532
542,38,Married,Rural,No Education,8,Richer,-12422
543,16,Single,Rural,Primary,0,Richer,-12422
544,33,Married,Rural,No Education,7,Richer,-13935
545,29,Married,Rural,No Education,5,Richer,-18004
546,34,Married,Rural,No Education,4,Richest,-4384
547,35,Married,Rural,No Education,5,Poorer,-51890
548,44,Married,Rural,Primary,6,Richer,-16361
549,48,Married,Rural,No Education,4,Middle,-33943
550,17,Single,Rural,Primary,0,Middle,-33943
551,47,Married,Rural,No Education,3,Middle,-39220
552,22,Married,Rural,Primary,1,Middle,-39220
553,35,Married,Rural,No Education,3,Middle,-44441
